feature,importance,rank,bank,case,seed,is_macro_case,is_ga_case
exchange_rate_usd_idr,0.0025307305913884,4,BBNI,lstm_macro_ga,42,True,True
ihsg_close,0.0024658449030808,5,BBNI,lstm_macro_ga,42,True,True
High Price,0.0023430049846259,6,BBNI,lstm_macro_ga,42,True,True
Price to Book Ratio,0.0022717291060231,7,BBNI,lstm_macro_ga,42,True,True
Price Change 1 Day Percent,0.002203527886498,8,BBNI,lstm_macro_ga,42,True,True
ihsg_return_1d,0.0013714672631101,9,BBNI,lstm_macro_ga,42,True,True
Price Earnings Ratio,0.0013001152305622,10,BBNI,lstm_macro_ga,42,True,True
Ask Price,0.0007998468412552,11,BBNI,lstm_macro_ga,42,True,True
inflation_rate,0.0006714548311989,12,BBNI,lstm_macro_ga,42,True,True
Moving Average 20 Day,0.0,13,BBNI,lstm_macro_ga,42,True,True
Dividend Indicated Yld - Gross,0.0,14,BBNI,lstm_macro_ga,42,True,True
cpi_index,0.0,15,BBNI,lstm_macro_ga,42,True,True
bi_rate,0.0,16,BBNI,lstm_macro_ga,42,True,True
Bid Price,0.0062091182242744,1,BBNI,lstm_macro_ga,52,True,True
ihsg_close,0.0055179754658661,2,BBNI,lstm_macro_ga,52,True,True
Price Change 1 Day Percent,0.0045721695728552,3,BBNI,lstm_macro_ga,52,True,True
bi_rate,0.0035280658569461,4,BBNI,lstm_macro_ga,52,True,True
cpi_index,0.0025821175872503,5,BBNI,lstm_macro_ga,52,True,True
Low Price,0.0015403982090692,6,BBNI,lstm_macro_ga,52,True,True
inflation_rate,0.0015052614015682,7,BBNI,lstm_macro_ga,52,True,True
ihsg_return_1d,0.0010946390083214,8,BBNI,lstm_macro_ga,52,True,True
Price Earnings Ratio,0.0009260052815079,9,BBNI,lstm_macro_ga,52,True,True
Moving Average 20 Day,0.0003357030448312,10,BBNI,lstm_macro_ga,52,True,True
Price to Book Ratio,0.0002916716989905,11,BBNI,lstm_macro_ga,52,True,True
High Price,0.0002910907768333,12,BBNI,lstm_macro_ga,52,True,True
exchange_rate_usd_idr,0.0002656133923058,13,BBNI,lstm_macro_ga,52,True,True
Ask Price,8.638503883654973e-05,14,BBNI,lstm_macro_ga,52,True,True
Price to Sales Ratio,0.0,15,BBNI,lstm_macro_ga,52,True,True
Dividend Indicated Yld - Gross,0.0,16,BBNI,lstm_macro_ga,52,True,True
Price to Sales Ratio,0.0052448596782051,1,BBNI,lstm_macro_ga,62,True,True
Moving Average 20 Day,0.002603887048123,2,BBNI,lstm_macro_ga,62,True,True
Price to Book Ratio,0.0025520323348852,3,BBNI,lstm_macro_ga,62,True,True
ihsg_return_1d,0.0015156579824785,4,BBNI,lstm_macro_ga,62,True,True
ihsg_close,0.0011492344783619,5,BBNI,lstm_macro_ga,62,True,True
cpi_index,0.0009373920368185,6,BBNI,lstm_macro_ga,62,True,True
Dividend Indicated Yld - Gross,0.0006722875511817,7,BBNI,lstm_macro_ga,62,True,True
Bid Price,0.0006632255756994,8,BBNI,lstm_macro_ga,62,True,True
Low Price,0.0006631904076008,9,BBNI,lstm_macro_ga,62,True,True
Ask Price,0.0006359919998794,10,BBNI,lstm_macro_ga,62,True,True
exchange_rate_usd_idr,0.000376879912801,11,BBNI,lstm_macro_ga,62,True,True
High Price,0.0002376006673633,12,BBNI,lstm_macro_ga,62,True,True
Price Change 1 Day Percent,0.0002375654992647,13,BBNI,lstm_macro_ga,62,True,True
Price Earnings Ratio,6.739948876202183e-05,14,BBNI,lstm_macro_ga,62,True,True
inflation_rate,2.9455016677573955e-06,15,BBNI,lstm_macro_ga,62,True,True
bi_rate,0.0,16,BBNI,lstm_macro_ga,62,True,True
Low Price,0.004603116835157,1,BBNI,lstm_macro_ga,72,True,True
Price Change 1 Day Percent,0.0045875858424955,2,BBNI,lstm_macro_ga,72,True,True
Dividend Indicated Yld - Gross,0.0029453380350282,3,BBNI,lstm_macro_ga,72,True,True
Price Earnings Ratio,0.0025707236646364,4,BBNI,lstm_macro_ga,72,True,True
High Price,0.0022844815426247,5,BBNI,lstm_macro_ga,72,True,True
ihsg_return_1d,0.0018912116046218,6,BBNI,lstm_macro_ga,72,True,True
exchange_rate_usd_idr,0.0007486021650644,7,BBNI,lstm_macro_ga,72,True,True
Moving Average 20 Day,0.0007479996110002,8,BBNI,lstm_macro_ga,72,True,True
Price to Book Ratio,0.0006956733950775,9,BBNI,lstm_macro_ga,72,True,True
ihsg_close,0.0004244383734961,10,BBNI,lstm_macro_ga,72,True,True
Bid Price,0.0003676053641053,11,BBNI,lstm_macro_ga,72,True,True
bi_rate,5.5128549380848205e-05,12,BBNI,lstm_macro_ga,72,True,True
Price to Sales Ratio,0.0,13,BBNI,lstm_macro_ga,72,True,True
Ask Price,0.0,14,BBNI,lstm_macro_ga,72,True,True
cpi_index,0.0,15,BBNI,lstm_macro_ga,72,True,True
inflation_rate,0.0,16,BBNI,lstm_macro_ga,72,True,True
cpi_index,0.0018097495964159,1,BBNI,lstm_macro_ga,82,True,True
Price Change 1 Day Percent,0.0015260273610086,2,BBNI,lstm_macro_ga,82,True,True
ihsg_close,0.0014533212718864,3,BBNI,lstm_macro_ga,82,True,True
Price to Sales Ratio,0.0012227485189214,4,BBNI,lstm_macro_ga,82,True,True
Dividend Indicated Yld - Gross,0.0011278230696916,5,BBNI,lstm_macro_ga,82,True,True
Bid Price,0.0009788169738991,6,BBNI,lstm_macro_ga,82,True,True
High Price,0.0009331311817125,7,BBNI,lstm_macro_ga,82,True,True
Ask Price,0.0009175714571028,8,BBNI,lstm_macro_ga,82,True,True
Low Price,0.000575079281892,9,BBNI,lstm_macro_ga,82,True,True
inflation_rate,0.0004448559639664,10,BBNI,lstm_macro_ga,82,True,True
Moving Average 20 Day,0.0001892305367315,11,BBNI,lstm_macro_ga,82,True,True
exchange_rate_usd_idr,0.0001109130066146,12,BBNI,lstm_macro_ga,82,True,True
Price Earnings Ratio,0.0,13,BBNI,lstm_macro_ga,82,True,True
Price to Book Ratio,0.0,14,BBNI,lstm_macro_ga,82,True,True
bi_rate,0.0,15,BBNI,lstm_macro_ga,82,True,True
ihsg_return_1d,0.0,16,BBNI,lstm_macro_ga,82,True,True
Price Change 1 Day Percent,0.0086490014856363,1,BBRI,bilstm_data,42,False,False
Bid Price,0.007162613283744,2,BBRI,bilstm_data,42,False,False
Dividend Indicated Yld - Gross,0.0067783315523272,3,BBRI,bilstm_data,42,False,False
Price Earnings Ratio,0.0064491563912297,4,BBRI,bilstm_data,42,False,False
Price to Sales Ratio,0.0054234527131074,5,BBRI,bilstm_data,42,False,False
Ask Price,0.0048825235246026,6,BBRI,bilstm_data,42,False,False
Low Price,0.0047588627939656,7,BBRI,bilstm_data,42,False,False
Price to Book Ratio,0.0018995003444918,8,BBRI,bilstm_data,42,False,False
High Price,0.0006962607158736,9,BBRI,bilstm_data,42,False,False
Moving Average 20 Day,0.0001287859289511,10,BBRI,bilstm_data,42,False,False
Price to Book Ratio,0.0191337916068732,1,BBRI,bilstm_data,52,False,False
Ask Price,0.0087685295458262,2,BBRI,bilstm_data,52,False,False
High Price,0.00869523032646,3,BBRI,bilstm_data,52,False,False
Low Price,0.0081120735448267,4,BBRI,bilstm_data,52,False,False
Dividend Indicated Yld - Gross,0.0080268305920375,5,BBRI,bilstm_data,52,False,False
Price to Sales Ratio,0.0067767901346087,6,BBRI,bilstm_data,52,False,False
Moving Average 20 Day,0.005714720632467,7,BBRI,bilstm_data,52,False,False
Price Earnings Ratio,0.0038486923440359,8,BBRI,bilstm_data,52,False,False
Bid Price,0.0029980102747989,9,BBRI,bilstm_data,52,False,False
Price Change 1 Day Percent,0.0023048332581917,10,BBRI,bilstm_data,52,False,False
Ask Price,0.0064264451292628,1,BBRI,bilstm_data,62,False,False
Bid Price,0.004543865675514,2,BBRI,bilstm_data,62,False,False
Price Earnings Ratio,0.0041186171893579,3,BBRI,bilstm_data,62,False,False
Dividend Indicated Yld - Gross,0.003631899123554,4,BBRI,bilstm_data,62,False,False
High Price,0.0035140106401827,5,BBRI,bilstm_data,62,False,False
Price to Book Ratio,0.0032890062405365,6,BBRI,bilstm_data,62,False,False
Price Change 1 Day Percent,0.002180391413276,7,BBRI,bilstm_data,62,False,False
Price to Sales Ratio,0.0020730745078051,8,BBRI,bilstm_data,62,False,False
Moving Average 20 Day,0.0017848380647843,9,BBRI,bilstm_data,62,False,False
Low Price,0.000401119477049,10,BBRI,bilstm_data,62,False,False
Bid Price,0.0095077771690881,1,BBRI,bilstm_data,72,False,False
Low Price,0.0043627956623418,2,BBRI,bilstm_data,72,False,False
Moving Average 20 Day,0.0040037883531854,3,BBRI,bilstm_data,72,False,False
Dividend Indicated Yld - Gross,0.0035771534877346,4,BBRI,bilstm_data,72,False,False
High Price,0.0032542891440809,5,BBRI,bilstm_data,72,False,False
Ask Price,0.0027378228710343,6,BBRI,bilstm_data,72,False,False
Price to Book Ratio,0.0013923363823926,7,BBRI,bilstm_data,72,False,False
Price Earnings Ratio,0.0012065899959351,8,BBRI,bilstm_data,72,False,False
Price Change 1 Day Percent,0.0009758401765591,9,BBRI,bilstm_data,72,False,False
Price to Sales Ratio,0.0004476243009169,10,BBRI,bilstm_data,72,False,False
Price to Book Ratio,0.0083571542714101,1,BBRI,bilstm_data,82,False,False
Dividend Indicated Yld - Gross,0.0073612876998844,2,BBRI,bilstm_data,82,False,False
Bid Price,0.0065922042683643,3,BBRI,bilstm_data,82,False,False
Ask Price,0.0055374661018444,4,BBRI,bilstm_data,82,False,False
Low Price,0.0049521888779731,5,BBRI,bilstm_data,82,False,False
High Price,0.004008383401426,6,BBRI,bilstm_data,82,False,False
Moving Average 20 Day,0.0036310989254464,7,BBRI,bilstm_data,82,False,False
Price Change 1 Day Percent,0.0013773942676683,8,BBRI,bilstm_data,82,False,False
Price Earnings Ratio,0.0009781484207552,9,BBRI,bilstm_data,82,False,False
Price to Sales Ratio,0.0,10,BBRI,bilstm_data,82,False,False
Price to Sales Ratio,0.0120148619632042,1,BBRI,bilstm_data_ga,42,False,True
High Price,0.0113690005578165,2,BBRI,bilstm_data_ga,42,False,True
Moving Average 20 Day,0.0098687467242901,3,BBRI,bilstm_data_ga,42,False,True
Low Price,0.0074667411253257,4,BBRI,bilstm_data_ga,42,False,True
Price Change 1 Day Percent,0.0070617058794596,5,BBRI,bilstm_data_ga,42,False,True
Bid Price,0.0064430370141053,6,BBRI,bilstm_data_ga,42,False,True
Dividend Indicated Yld - Gross,0.0048479184551979,7,BBRI,bilstm_data_ga,42,False,True
Ask Price,0.0020401882190425,8,BBRI,bilstm_data_ga,42,False,True
Price Earnings Ratio,0.0,9,BBRI,bilstm_data_ga,42,False,True
Price to Book Ratio,0.0,10,BBRI,bilstm_data_ga,42,False,True
Low Price,0.0118938263780396,1,BBRI,bilstm_data_ga,52,False,True
Price Earnings Ratio,0.0104416757503681,2,BBRI,bilstm_data_ga,52,False,True
Moving Average 20 Day,0.0099291250824503,3,BBRI,bilstm_data_ga,52,False,True
Dividend Indicated Yld - Gross,0.0052408773476041,4,BBRI,bilstm_data_ga,52,False,True
Bid Price,0.0043984502320853,5,BBRI,bilstm_data_ga,52,False,True
Price Change 1 Day Percent,0.0035962703588761,6,BBRI,bilstm_data_ga,52,False,True
Price to Sales Ratio,0.0029546531150117,7,BBRI,bilstm_data_ga,52,False,True
Price to Book Ratio,0.002942043472451,8,BBRI,bilstm_data_ga,52,False,True
Ask Price,0.0016437278653029,9,BBRI,bilstm_data_ga,52,False,True
High Price,0.0,10,BBRI,bilstm_data_ga,52,False,True
Dividend Indicated Yld - Gross,0.0182059291801932,1,BBRI,bilstm_data_ga,62,False,True
Ask Price,0.0155702114570885,2,BBRI,bilstm_data_ga,62,False,True
Price Earnings Ratio,0.0127280121513952,3,BBRI,bilstm_data_ga,62,False,True
Price to Sales Ratio,0.0090814318093988,4,BBRI,bilstm_data_ga,62,False,True
High Price,0.0081978970207273,5,BBRI,bilstm_data_ga,62,False,True
Bid Price,0.0078279055939573,6,BBRI,bilstm_data_ga,62,False,True
Moving Average 20 Day,0.0042430829541343,7,BBRI,bilstm_data_ga,62,False,True
Price Change 1 Day Percent,0.0032542888747735,8,BBRI,bilstm_data_ga,62,False,True
Price to Book Ratio,0.0009766829251829,9,BBRI,bilstm_data_ga,62,False,True
Low Price,0.0,10,BBRI,bilstm_data_ga,62,False,True
Price Change 1 Day Percent,0.0086393155956951,1,BBRI,bilstm_data_ga,72,False,True
Bid Price,0.0079443435518381,2,BBRI,bilstm_data_ga,72,False,True
Ask Price,0.0059233983241332,3,BBRI,bilstm_data_ga,72,False,True
Price to Sales Ratio,0.0046791833282137,4,BBRI,bilstm_data_ga,72,False,True
Low Price,0.0037603086745366,5,BBRI,bilstm_data_ga,72,False,True
Dividend Indicated Yld - Gross,0.003311208859086,6,BBRI,bilstm_data_ga,72,False,True
Price to Book Ratio,0.0028973345528356,7,BBRI,bilstm_data_ga,72,False,True
Moving Average 20 Day,0.0022893840579005,8,BBRI,bilstm_data_ga,72,False,True
Price Earnings Ratio,0.0003504938593444,9,BBRI,bilstm_data_ga,72,False,True
High Price,0.0002955398211876,10,BBRI,bilstm_data_ga,72,False,True
High Price,0.0187819953059564,1,BBRI,bilstm_data_ga,82,False,True
Low Price,0.0099043511807394,2,BBRI,bilstm_data_ga,82,False,True
Price to Book Ratio,0.0092891061797824,3,BBRI,bilstm_data_ga,82,False,True
Price to Sales Ratio,0.0074053542614213,4,BBRI,bilstm_data_ga,82,False,True
Bid Price,0.0040438678537785,5,BBRI,bilstm_data_ga,82,False,True
Dividend Indicated Yld - Gross,0.0035026288914195,6,BBRI,bilstm_data_ga,82,False,True
Price Earnings Ratio,0.0032352317436561,7,BBRI,bilstm_data_ga,82,False,True
Ask Price,0.0029769990611276,8,BBRI,bilstm_data_ga,82,False,True
Moving Average 20 Day,0.0003978448642729,9,BBRI,bilstm_data_ga,82,False,True
Price Change 1 Day Percent,0.0,10,BBRI,bilstm_data_ga,82,False,True
Price Change 1 Day Percent,0.0090805637326815,1,BBRI,bilstm_macro,42,True,False
Price to Sales Ratio,0.0058520251493194,2,BBRI,bilstm_macro,42,True,False
Price Earnings Ratio,0.0056953957228249,3,BBRI,bilstm_macro,42,True,False
bi_rate,0.0054013046683394,4,BBRI,bilstm_macro,42,True,False
cpi_index,0.0053140467556659,5,BBRI,bilstm_macro,42,True,False
Bid Price,0.0032788059594398,6,BBRI,bilstm_macro,42,True,False
exchange_rate_usd_idr,0.0024304613428183,7,BBRI,bilstm_macro,42,True,False
High Price,0.0017527991952697,8,BBRI,bilstm_macro,42,True,False
ihsg_return_1d,0.0017527991952697,9,BBRI,bilstm_macro,42,True,False
Price to Book Ratio,0.0013859010105426,10,BBRI,bilstm_macro,42,True,False
Ask Price,6.208476067209295e-05,11,BBRI,bilstm_macro,42,True,False
Low Price,3.220399440680356e-05,12,BBRI,bilstm_macro,42,True,False
Moving Average 20 Day,0.0,13,BBRI,bilstm_macro,42,True,False
Dividend Indicated Yld - Gross,0.0,14,BBRI,bilstm_macro,42,True,False
inflation_rate,0.0,15,BBRI,bilstm_macro,42,True,False
ihsg_close,0.0,16,BBRI,bilstm_macro,42,True,False
Price Change 1 Day Percent,0.0082488959691638,1,BBRI,bilstm_macro,52,True,False
bi_rate,0.006452812028265,2,BBRI,bilstm_macro,52,True,False
ihsg_close,0.0061102405659114,3,BBRI,bilstm_macro,52,True,False
Ask Price,0.0050305677703223,4,BBRI,bilstm_macro,52,True,False
Moving Average 20 Day,0.0037513900470609,5,BBRI,bilstm_macro,52,True,False
Price to Book Ratio,0.003176287105028,6,BBRI,bilstm_macro,52,True,False
Price to Sales Ratio,0.0027897637937227,7,BBRI,bilstm_macro,52,True,False
cpi_index,0.0026885102504941,8,BBRI,bilstm_macro,52,True,False
Low Price,0.0025070824279399,9,BBRI,bilstm_macro,52,True,False
Bid Price,0.0021684464987023,10,BBRI,bilstm_macro,52,True,False
ihsg_return_1d,0.0007216641439112,11,BBRI,bilstm_macro,52,True,False
Price Earnings Ratio,0.0005411627924574,12,BBRI,bilstm_macro,52,True,False
High Price,0.0003918073462045,13,BBRI,bilstm_macro,52,True,False
Dividend Indicated Yld - Gross,0.0,14,BBRI,bilstm_macro,52,True,False
inflation_rate,0.0,15,BBRI,bilstm_macro,52,True,False
exchange_rate_usd_idr,0.0,16,BBRI,bilstm_macro,52,True,False
Bid Price,0.005327100677932,1,BBRI,bilstm_macro,62,True,False
Moving Average 20 Day,0.0034231730397247,2,BBRI,bilstm_macro,62,True,False
High Price,0.0027581979902334,3,BBRI,bilstm_macro,62,True,False
Dividend Indicated Yld - Gross,0.002498434939371,4,BBRI,bilstm_macro,62,True,False
ihsg_close,0.0023841363119696,5,BBRI,bilstm_macro,62,True,False
Price to Sales Ratio,0.0022699457573859,6,BBRI,bilstm_macro,62,True,False
Price Earnings Ratio,0.0019455699585884,7,BBRI,bilstm_macro,62,True,False
Ask Price,0.0017140086633541,8,BBRI,bilstm_macro,62,True,False
exchange_rate_usd_idr,0.0016240977526952,9,BBRI,bilstm_macro,62,True,False
Price to Book Ratio,0.0011195467590975,10,BBRI,bilstm_macro,62,True,False
bi_rate,0.0007283124288696,11,BBRI,bilstm_macro,62,True,False
Low Price,0.0001374944966907,12,BBRI,bilstm_macro,62,True,False
cpi_index,4.247589192042744e-05,13,BBRI,bilstm_macro,62,True,False
Price Change 1 Day Percent,9.0875184530919e-06,14,BBRI,bilstm_macro,62,True,False
inflation_rate,0.0,15,BBRI,bilstm_macro,62,True,False
ihsg_return_1d,0.0,16,BBRI,bilstm_macro,62,True,False
Low Price,0.008124536431084,1,BBRI,bilstm_macro,72,True,False
Price Change 1 Day Percent,0.007631563131387,2,BBRI,bilstm_macro,72,True,False
Bid Price,0.0057781211100518,3,BBRI,bilstm_macro,72,True,False
Dividend Indicated Yld - Gross,0.0055047185237829,4,BBRI,bilstm_macro,72,True,False
ihsg_return_1d,0.0049372857746978,5,BBRI,bilstm_macro,72,True,False
Price Earnings Ratio,0.0043579339981079,6,BBRI,bilstm_macro,72,True,False
cpi_index,0.0032154000364243,7,BBRI,bilstm_macro,72,True,False
Price to Book Ratio,0.0030446893651969,8,BBRI,bilstm_macro,72,True,False
High Price,0.0027736990246921,9,BBRI,bilstm_macro,72,True,False
Ask Price,0.0024686628564571,10,BBRI,bilstm_macro,72,True,False
ihsg_close,0.0019911216804757,11,BBRI,bilstm_macro,72,True,False
Price to Sales Ratio,0.001200495326581,12,BBRI,bilstm_macro,72,True,False
exchange_rate_usd_idr,0.0006666349402318,13,BBRI,bilstm_macro,72,True,False
inflation_rate,9.853545343503236e-05,14,BBRI,bilstm_macro,72,True,False
bi_rate,2.4531347056336305e-06,15,BBRI,bilstm_macro,72,True,False
Moving Average 20 Day,0.0,16,BBRI,bilstm_macro,72,True,False
Ask Price,0.01264028869579,1,BBRI,bilstm_macro,82,True,False
Dividend Indicated Yld - Gross,0.0126096916269792,2,BBRI,bilstm_macro,82,True,False
ihsg_return_1d,0.0085435117294158,3,BBRI,bilstm_macro,82,True,False
Price Change 1 Day Percent,0.006961269922552,4,BBRI,bilstm_macro,82,True,False
exchange_rate_usd_idr,0.0056862010271288,5,BBRI,bilstm_macro,82,True,False
Low Price,0.0032941214944609,6,BBRI,bilstm_macro,82,True,False
Bid Price,0.0026196532196586,7,BBRI,bilstm_macro,82,True,False
ihsg_close,0.002370647379818,8,BBRI,bilstm_macro,82,True,False
cpi_index,0.0021125730087684,9,BBRI,bilstm_macro,82,True,False
High Price,0.0017574682528195,10,BBRI,bilstm_macro,82,True,False
Moving Average 20 Day,0.0014675481568297,11,BBRI,bilstm_macro,82,True,False
Price Earnings Ratio,0.0009117434684109,12,BBRI,bilstm_macro,82,True,False
bi_rate,0.0003497370161009,13,BBRI,bilstm_macro,82,True,False
Price to Sales Ratio,0.0,14,BBRI,bilstm_macro,82,True,False
Price to Book Ratio,0.0,15,BBRI,bilstm_macro,82,True,False
inflation_rate,0.0,16,BBRI,bilstm_macro,82,True,False
Bid Price,0.0101104714655472,1,BBRI,bilstm_macro_ga,42,True,True
cpi_index,0.0087368520669683,2,BBRI,bilstm_macro_ga,42,True,True
Price Earnings Ratio,0.0085432338460353,3,BBRI,bilstm_macro_ga,42,True,True
Price to Book Ratio,0.0050526255588245,4,BBRI,bilstm_macro_ga,42,True,True
ihsg_return_1d,0.0048560174686523,5,BBRI,bilstm_macro_ga,42,True,True
Low Price,0.0047154231577,6,BBRI,bilstm_macro_ga,42,True,True
High Price,0.0033292300636059,7,BBRI,bilstm_macro_ga,42,True,True
ihsg_close,0.0025349069021135,8,BBRI,bilstm_macro_ga,42,True,True
Moving Average 20 Day,0.0013362510750691,9,BBRI,bilstm_macro_ga,42,True,True
Price to Sales Ratio,0.0013110908704026,10,BBRI,bilstm_macro_ga,42,True,True
exchange_rate_usd_idr,0.0011311827524638,11,BBRI,bilstm_macro_ga,42,True,True
Dividend Indicated Yld - Gross,0.0008637183423464,12,BBRI,bilstm_macro_ga,42,True,True
Ask Price,0.0005208333333333,13,BBRI,bilstm_macro_ga,42,True,True
Price Change 1 Day Percent,0.0001366068143397,14,BBRI,bilstm_macro_ga,42,True,True
bi_rate,3.436203890790542e-05,15,BBRI,bilstm_macro_ga,42,True,True
inflation_rate,0.0,16,BBRI,bilstm_macro_ga,42,True,True
Low Price,0.0072408632200676,1,BBRI,bilstm_macro_ga,52,True,True
Price Change 1 Day Percent,0.0043583775882143,2,BBRI,bilstm_macro_ga,52,True,True
High Price,0.0037910719326464,3,BBRI,bilstm_macro_ga,52,True,True
Moving Average 20 Day,0.0033149284295116,4,BBRI,bilstm_macro_ga,52,True,True
Price to Sales Ratio,0.0032956716686021,5,BBRI,bilstm_macro_ga,52,True,True
exchange_rate_usd_idr,0.0032879213433867,6,BBRI,bilstm_macro_ga,52,True,True
bi_rate,0.0017538448361059,7,BBRI,bilstm_macro_ga,52,True,True
Dividend Indicated Yld - Gross,0.0012999711868663,8,BBRI,bilstm_macro_ga,52,True,True
ihsg_close,0.0012553506957677,9,BBRI,bilstm_macro_ga,52,True,True
Ask Price,0.0009410761151229,10,BBRI,bilstm_macro_ga,52,True,True
cpi_index,0.0008818347854281,11,BBRI,bilstm_macro_ga,52,True,True
Price to Book Ratio,0.0007623313033642,12,BBRI,bilstm_macro_ga,52,True,True
Bid Price,0.0005143340980996,13,BBRI,bilstm_macro_ga,52,True,True
inflation_rate,0.0004826060877854,14,BBRI,bilstm_macro_ga,52,True,True
Price Earnings Ratio,0.0,15,BBRI,bilstm_macro_ga,52,True,True
ihsg_return_1d,0.0,16,BBRI,bilstm_macro_ga,52,True,True
Price to Sales Ratio,0.0071555915948313,1,BBRI,bilstm_macro_ga,62,True,True
Price Earnings Ratio,0.0056936898443382,2,BBRI,bilstm_macro_ga,62,True,True
Moving Average 20 Day,0.0025457346229814,3,BBRI,bilstm_macro_ga,62,True,True
Dividend Indicated Yld - Gross,0.0023473856752389,4,BBRI,bilstm_macro_ga,62,True,True
exchange_rate_usd_idr,0.0022212242925888,5,BBRI,bilstm_macro_ga,62,True,True
Price to Book Ratio,0.0020962467370554,6,BBRI,bilstm_macro_ga,62,True,True
cpi_index,0.0020549924922912,7,BBRI,bilstm_macro_ga,62,True,True
bi_rate,0.0020001609557463,8,BBRI,bilstm_macro_ga,62,True,True
High Price,0.0016943751624785,9,BBRI,bilstm_macro_ga,62,True,True
